product_id,barcode,brand,product_name,category,country,overall_health_score,nutrition_score,additive_score,ingredient_score,source_url
IN_8904320002565,8904320002565,Disano,OATS,"Rolled oats, Oat",India,86.0,80.0,,100.0,https://world.openfoodfacts.org/product/8904320002565/oats-disano
IN_8906127551086,8906127551086,Alpino,Alpino Super Oats Chocolate,"Breakfast cereals, Oat",India,82.54,72.73,100.0,80.87,https://world.openfoodfacts.org/product/8906127551086/alpino-super-oats-chocolate
IN_8901499010230,8901499010230,Kellog's,Oats,"Rolled oats, Oat",India,87.27,81.82,,100.0,https://world.openfoodfacts.org/product/8901499010230/oats-kellog-s
IN_8901058003970,8901058003970,Generic,Unknown Product,"Breakfast cereals, Nestle",India,55.36,49.09,,70.0,https://world.openfoodfacts.org/product/8901058003970
IN_8906113490894,8906113490894,Tata,Soulfull Millet muesli,Mueslis,India,71.05,61.82,85.0,73.18,https://world.openfoodfacts.org/product/8906113490894/soulfull-millet-muesli-tata
IN_8901088759533,8901088759533,Saffola,Masala Oats Classic Masala,Breakfast cereals,India,56.64,50.91,,70.0,https://world.openfoodfacts.org/product/8901088759533/masala-oats-classic-masala-saffola
IN_8904335600329,8904335600329,Yoga Bar,Dark Chocolate And Cranberry Muesli,"Mueslis, Rolled oats (small)",India,63.0,60.0,,70.0,https://world.openfoodfacts.org/product/8904335600329/dark-chocolate-and-cranberry-muesli-yoga-bar
IN_8901499008299,8901499008299,Kellogg's,Corn Flakes Original,Corn flakes,India,73.41,72.73,,75.0,https://world.openfoodfacts.org/product/8901499008299/corn-flakes-original-kellogg
IN_8908002984965,8908002984965,Tata Soulfoul,Millet muesli,Mueslis with nuts,India,80.96,80.0,85.0,77.3,https://world.openfoodfacts.org/product/8908002984965/millet-muesli-tata-soulfoul
IN_8906113490801,8906113490801,Tata Soulfull,Masala Oats and Millets,"Millet, Rolled oats",India,63.48,47.27,85.0,71.74,https://world.openfoodfacts.org/product/8906113490801/masala-oats-and-millets-tata-soulfull
IN_8901499011466,8901499011466,Kellogg's,Corn Flakes Real Almond Honey,Corn flakes,India,50.27,41.82,,70.0,https://world.openfoodfacts.org/product/8901499011466/corn-flakes-real-almond-honey-kellogg-s
IN_8904335600312,8904335600312,YogaBar,YogaBar Muesli+,"Breakfast cereals, Health",India,59.56,50.91,,79.74,https://world.openfoodfacts.org/product/8904335600312/yogabar-muesli
IN_8903363008770,8903363008770,Nutri Delite,Oats,Rolled oats,India,79.64,70.91,,100.0,https://world.openfoodfacts.org/product/8903363008770/oats-nutri-delite
IN_8904132928657,8904132928657,Aarambh,Oats,"Rolled oats, Oat",India,86.0,80.0,,100.0,https://world.openfoodfacts.org/product/8904132928657/oats-aarambh
IN_8908003833002,8908003833002,Kanaiya,Mamra / Murmura / Roasted Rice,Puffed rice,India,73.41,72.73,,75.0,https://world.openfoodfacts.org/product/8908003833002/mamra-murmura-roasted-rice-kanaiya
IN_8901499011176,8901499011176,Kellogs,kellogs froot loops,Breakfast cereals,India,71.91,72.73,,70.0,https://world.openfoodfacts.org/product/8901499011176/kellogs-froot-loops
IN_8906127551437,8906127551437,Alpino,high protein super oats,"Breakfast cereals, Dietary supplements, Oat",India,68.59,45.45,100.0,79.31,https://world.openfoodfacts.org/product/8906127551437/high-protein-super-oats-alpino
IN_8901499011992,8901499011992,Kellogg's,Kellogg's Chocolate Muesli,Mueslis with chocolate,India,55.36,49.09,,70.0,https://world.openfoodfacts.org/product/8901499011992/kellogg-s-chocolate-muesli
IN_8904335602521,8904335602521,Yogabar,Chocolate Muesli,"Mueslis, Food",India,66.55,61.82,,77.58,https://world.openfoodfacts.org/product/8904335602521/chocolate-muesli-yogabar
IN_8904335603405,8904335603405,Yogabar,Protein Muesli,Mueslis,India,63.0,60.0,,70.0,https://world.openfoodfacts.org/product/8904335603405/protein-muesli-yogabar
IN_8901499008176,8901499008176,Kellogg's,Kelloggs Corn Flakes,Corn flakes,India,58.86,72.73,25.0,75.0,https://world.openfoodfacts.org/product/8901499008176/kelloggs-corn-flakes
IN_8906002348169,8906002348169,Rajdhani,Poha Mota,"Breakfast cereals, Rices",India,72.14,70.91,,75.0,https://world.openfoodfacts.org/product/8906002348169/poha-mota-rajdhani
IN_8901499009289,8901499009289,Kellogg's,Cornflakes Almond Honey (Kellogg's),Corn flakes,India,55.07,43.64,62.5,72.52,https://world.openfoodfacts.org/product/8901499009289/cornflakes-almond-honey-kellogg-s
IN_8902710100150,8902710100150,Bagrry’s,White Oats,"Rolled oats, Oat",India,87.27,81.82,,100.0,https://world.openfoodfacts.org/product/8902710100150/white-oats-bagrry-s
IN_8901499009715,8901499009715,Kellogg's,Kelloggs Crunchy Granola Almonds & Cranberries,"Breakfast cereals, Cereal bars with almonds, cereal-bar-with-almonds-or-hazelnuts",India,61.93,49.09,75.0,74.41,https://world.openfoodfacts.org/product/8901499009715/kelloggs-crunchy-granola-almonds-cranberries
IN_8906014903592,8906014903592,Kwality,Muesli Fruit & Nut,Mueslis with fruits,India,85.41,80.0,100.0,77.06,https://world.openfoodfacts.org/product/8906014903592/muesli-fruit-nut-kwality
IN_8901499010506,8901499010506,Kellogg's,Muesli With 20% Nuts Delight,"Mueslis, Diet breakfast cereals",India,71.91,74.55,62.5,79.42,https://world.openfoodfacts.org/product/8901499010506/muesli-with-20-nuts-delight-kelloggs
IN_7622202334009,7622202334009,"Cadbury, Dairy Milk",dairy milk,Milk chocolates,India,37.55,23.64,,70.0,https://world.openfoodfacts.org/product/7622202334009/dairy-milk
IN_8901262070546,8901262070546,Amul,Chocominis,"Chocolate Sculptures, Milk chocolate molds",India,52.94,25.45,100.0,51.09,https://world.openfoodfacts.org/product/8901262070546/chocominis-amul
IN_7622202325960,7622202325960,Cadbury,Bournville Intense 70% Dark,Dark chocolate bar,India,60.05,32.73,100.0,68.41,https://world.openfoodfacts.org/product/7622202325960/bournville-intense-70-dark-cadbury
IN_7622202318078,7622202318078,Cadbury,5 Star Chocolate Bar,"Confectioneries, Milk chocolates, Sugar-boil",India,55.54,25.45,100.0,64.07,https://world.openfoodfacts.org/product/7622202318078/5-star-chocolate-bar-cadbury
IN_8901262070676,8901262070676,Amul,Dark Chocolate,"Bars, Dark chocolates",India,56.2,27.27,100.0,62.84,https://world.openfoodfacts.org/product/8901262070676/dark-chocolate-amul
IN_7622202272639,7622202272639,Cadbury,Cadbury Dairy Milk,"Confectioneries, Milk chocolates",India,69.36,69.09,,70.0,https://world.openfoodfacts.org/product/7622202272639/cadbury-dairy-milk
IN_7622202324260,7622202324260,Generic,Dairy Milk Chocolate,"Milk chocolates, Candy chocolate bars, Ch",India,55.9,23.64,100.0,70.39,https://world.openfoodfacts.org/product/7622202324260/dairy-milk-chocolate
IN_8901058875577,8901058875577,Nestlé,Milkybar,Milk chocolate bar,India,38.81,25.45,,70.0,https://world.openfoodfacts.org/product/8901058875577/milkybar-nestle
IN_8901262071864,8901262071864,Amul,99% Cacao Ultimate Dark Chocolate,Dark chocolate bar,India,52.74,43.64,,73.99,https://world.openfoodfacts.org/product/8901262071864/99-cacao-ultimate-dark-chocolate-amul
IN_8901058861921,8901058861921,Nestlé,Milky bar,"Chocolate candies, Milk chocolate bar",India,54.96,25.45,100.0,61.19,https://world.openfoodfacts.org/product/8901058861921/milky-bar-nestle
IN_8901123005403,8901123005403,Lotte,Lotto Choco Pie With Rich Marshmallow,"Chocolates, Chocolate biscuits",India,51.6,16.36,100.0,67.09,https://world.openfoodfacts.org/product/8901123005403/lotto-choco-pie-with-rich-marshmallow-lotte
IN_8901058903966,8901058903966,Nestlé,Milkybar Moosha,Milk chocolate bar with nougat,India,60.4,27.27,100.0,83.84,https://world.openfoodfacts.org/product/8901058903966/milkybar-moosha-nestle
IN_7622201762063,7622201762063,Cadbury,Dairy milk chocolate,Milk chocolate bar,India,37.55,23.64,,70.0,https://world.openfoodfacts.org/product/7622201762063/dairy-milk-chocolate-cadbury
IN_7622202245558,7622202245558,Cadbury,Cadbury Dairy Milk,"Confectioneries, Chocolates",India,69.36,69.09,,70.0,https://world.openfoodfacts.org/product/7622202245558/cadbury-dairy-milk
IN_8901262070454,8901262070454,Amul,Amul Dark Chocolate,"Chocolate candies, Dark chocolates",India,54.87,27.27,100.0,56.16,https://world.openfoodfacts.org/product/8901262070454/amul-dark-chocolate
IN_8902433005763,8902433005763,Galaxy,70%coCÓA,Dark chocolates,India,45.18,34.55,,70.0,https://world.openfoodfacts.org/product/8902433005763/70-cocoa-galaxy
IN_7622202307171,7622202307171,Cadbury,shots,"Chocolate candies, Chocolates",India,38.79,27.27,,65.66,https://world.openfoodfacts.org/product/7622202307171/shots-cadbury
IN_8901262071048,8901262071048,Amul,Amul Sugar free chocolate,"Chocolate candies, Chocolates, Sugar free chocolate",India,63.68,43.64,100.0,59.3,https://world.openfoodfacts.org/product/8901262071048/amul-sugar-free-chocolate
IN_80135890,80135890,Ferrero,Kinder joy boy,"Chocolate candies, Easter eggs, Hollow chocolate eggs",India,37.55,23.64,,70.0,https://world.openfoodfacts.org/product/80135890/kinder-joy-boy-ferrero
IN_7622202325991,7622202325991,Cadbury Bournville,50% Dark Chocolate,Dark chocolates,India,38.81,25.45,,70.0,https://world.openfoodfacts.org/product/7622202325991/50-dark-chocolate-cadbury-bournville
IN_89008492,89008492,Nestlé,Milkybar,"Chocolates, Candy chocolate bars",India,48.05,9.09,100.0,67.55,https://world.openfoodfacts.org/product/89008492/milkybar-nestle
IN_7622202324871,7622202324871,Cadbury,Gadour Dairy milk chocolate fruit & nut,"Chocolate candies, Chocolates",India,39.05,23.64,,75.0,https://world.openfoodfacts.org/product/7622202324871/gadour-dairy-milk-chocolate-fruit-nut-cadbury
IN_8901058018639,8901058018639,Nestlé,Milkybar,"Chocolates, Chocolate covered bars with milk and cereals",India,64.27,61.82,,70.0,https://world.openfoodfacts.org/product/8901058018639/milkybar-nestle
IN_7622202346385,7622202346385,Cadbury,Cadbury Dairy Milk,Chocolates,India,56.41,25.45,100.0,68.41,https://world.openfoodfacts.org/product/7622202346385/cadbury-dairy-milk
IN_8901262070539,8901262070539,Amul,FRUIT N' NUT Dark Chocolate,"Confectioneries, Dark chocolate bar with dried fruits, Composite chocolate",India,58.42,29.09,100.0,69.4,https://world.openfoodfacts.org/product/8901262070539/fruit-n-nut-dark-chocolate-amul
IN_7622202030819,7622202030819,Cadbury Bournville,Cranberry,"Dark chocolates, Chocolates with cranberry",India,56.86,25.45,100.0,70.69,https://world.openfoodfacts.org/product/7622202030819/cranberry-cadbury-bournville
IN_7622202025426,7622202025426,Cadbury,Dairy milk,Milk chocolate bar,India,27.36,9.09,,70.0,https://world.openfoodfacts.org/product/7622202025426/dairy-milk-cadbury
IN_7622202290428,7622202290428,Cadbary,Dairy Milk Silk Roast Almond,"Milk chocolates, Chocolates with almonds, Roast almond chocolate",India,47.73,7.27,100.0,70.47,https://world.openfoodfacts.org/product/7622202290428/dairy-milk-silk-roast-almond-cadbary
IN_7622202237942,7622202237942,Cadbury,Cadbury dairy milk,Milk chocolate bar,India,55.26,23.64,100.0,67.22,https://world.openfoodfacts.org/product/7622202237942/cadbury-dairy-milk
IN_8000500126936,8000500126936,Ferrero Rocher,Ferrero Rocher,"Chocolates, Chocolate biscuits, Crispy biscuits, Biscuits with nuts, Chocolate sandwich cookies, Neules",India,57.48,27.27,100.0,69.2,https://world.openfoodfacts.org/product/8000500126936/ferrero-rocher
IN_8901262071703,8901262071703,Amul,Twilight Tryst Single Origin Dark Chocolate,"Chocolate candies, Dark chocolate bar",India,54.87,27.27,100.0,56.16,https://world.openfoodfacts.org/product/8901262071703/twilight-tryst-single-origin-dark-chocolate-amul
IN_7622202031618,7622202031618,cadbury,nutties,"Milk chocolates, Chocolate covered cashews",India,55.87,23.64,100.0,70.24,https://world.openfoodfacts.org/product/7622202031618/nutties-cadbury
IN_8906002484003,8906002484003,Mars,Snickers,"Chocolate candies, Bars, Chocolates",India,54.53,23.64,100.0,63.55,https://world.openfoodfacts.org/product/8906002484003/snickers-mars
IN_8902433003134,8902433003134,SNICKERS,SNICKERS BUTTERSCOTCH FLAVOUR,"Filled chocolates, fr:Barres chocolatées aux fruits oléagineux",India,55.44,23.64,100.0,68.12,https://world.openfoodfacts.org/product/8902433003134/snickers-butterscotch-flavour
IN_8901058009439,8901058009439,Nestlé,munch,"Confectioneries, Chocolates",India,58.34,30.91,100.0,64.43,https://world.openfoodfacts.org/product/8901058009439/munch-nestle
IN_7622202326110,7622202326110,Cadbury,Oreo Silk,Chocolates,India,35.0,20.0,,70.0,https://world.openfoodfacts.org/product/7622202326110/oreo-silk-cadbury
IN_7622202324604,7622202324604,Cadbury,Dairy Milk Family Pack,Milk chocolates,India,35.11,23.64,,61.89,https://world.openfoodfacts.org/product/7622202324604/dairy-milk-family-pack-cadbury
IN_7622202329494,7622202329494,Cadbury,Dairy Milk (Classic milk chocolate variant),Milk chocolates,India,55.5,23.64,100.0,68.41,https://world.openfoodfacts.org/product/7622202329494/dairy-milk-classic-milk-chocolate-variant-cadbury
IN_7622202326202,7622202326202,Cadbury Dairy Milk,Dairy Milk Silk Fruit and Nut Chocolate Bar,"Milk chocolates, Candy chocolate bars, Cocoa powders, Chocolate bar with dried fruits",India,55.81,23.64,100.0,69.97,https://world.openfoodfacts.org/product/7622202326202/dairy-milk-silk-fruit-and-nut-chocolate-bar-cadbury-dairy-milk
IN_7622202818332,7622202818332,Generic,Unknown Product,"Chocolates, Cadbury",India,38.81,25.45,,70.0,https://world.openfoodfacts.org/product/7622202818332
IN_7622202030758,7622202030758,Cadbury,Dark Chocolate,Chocolates,India,38.81,25.45,,70.0,https://world.openfoodfacts.org/product/7622202030758/dark-chocolate-cadbury
IN_7622202030840,7622202030840,Cadbury,Bournville 50% Dark,"Dark chocolates, Candy chocolate bars",India,68.09,67.27,,70.0,https://world.openfoodfacts.org/product/7622202030840/bournville-50-dark-cadbury
IN_7622202294396,7622202294396,Cadbury bournville,Unknown Product,Dark chocolate bar with dried fruits,India,40.09,27.27,,70.0,https://world.openfoodfacts.org/product/7622202294396/cadbury-bournville
IN_8901262070836,8901262070836,Amul,Amul Bitter Chocolate,Extra fine dark chocolates,India,43.12,34.55,,63.12,https://world.openfoodfacts.org/product/8901262070836/amul-bitter-chocolate
IN_8906051682207,8906051682207,Morde,Dark Chocolate Compound,"Confectioneries, Chocolates",India,43.91,32.73,,70.0,https://world.openfoodfacts.org/product/8906051682207/dark-chocolate-compound-morde
IN_8901262071130,8901262071130,Amul,Amul 90% Bitter Intense Dark Chocolate,Dark chocolates,India,60.19,40.0,100.0,50.96,https://world.openfoodfacts.org/product/8901262071130/amul-90-bitter-intense-dark-chocolate
IN_8909081000249,8909081000249,Sunfeast,Dark Fantasy,"Chocolates, Biscuit (cookie) snack w chocolate filling",India,26.69,9.09,,67.77,https://world.openfoodfacts.org/product/8909081000249/dark-fantasy-sunfeast
IN_8901262070324,8901262070324,Amul,Sugar free dark chocolate,Dark chocolate bar without sugar and with artificial sweeteners,India,63.05,43.64,100.0,56.16,https://world.openfoodfacts.org/product/8901262070324/sugar-free-dark-chocolate-amul
IN_7622202329555,7622202329555,Dairy Milk,Fruit And Nut,"Chocolate candies, Chocolates",India,50.27,41.82,,70.0,https://world.openfoodfacts.org/product/7622202329555/fruit-and-nut-dairy-milk
IN_7622202324758,7622202324758,Cadbury,Crispello,"Chocolate candies, Chocolates",India,54.8,21.82,100.0,69.47,https://world.openfoodfacts.org/product/7622202324758/crispello-cadbury
IN_7622202325847,7622202325847,Generic,Rum and Raising,Dark chocolate bar,India,38.81,25.45,,70.0,https://world.openfoodfacts.org/product/7622202325847/rum-and-raising
IN_7622201710606,7622201710606,5star,5 star chocolate,"Confectioneries, Chocolates, Chocolate Charlottes",India,57.0,25.45,100.0,71.39,https://world.openfoodfacts.org/product/7622201710606/5-star-chocolate-5star
IN_8901058852165,8901058852165,Nestlé,KitKat,"Bars, Chocolates",India,43.91,32.73,,70.0,https://world.openfoodfacts.org/product/8901058852165/kitkat-nestle
IN_8901058005905,8901058005905,Nestlé,KitKat Dark Chocolate Coated Wafer,"Bars, Chocolates, Chocolate confectioneries filled with wafer, Chocolate stuffed wafers",India,63.3,40.0,100.0,66.52,https://world.openfoodfacts.org/product/8901058005905/kitkat-dark-chocolate-coated-wafer-nestle
IN_8901262071086,8901262071086,Amul,Dark Passion Coated Wafer Layers,Chocolates,India,58.29,30.91,100.0,64.16,https://world.openfoodfacts.org/product/8901262071086/dark-passion-coated-wafer-layers-amul
IN_7622202398735,7622202398735,Cadbury,Dairy Milk Chocolate,Chocolates,India,69.36,69.09,,70.0,https://world.openfoodfacts.org/product/7622202398735/dairy-milk-chocolate-cadbury
IN_8902433005688,8902433005688,Galaxy,Galaxy Fusions Dark Chocolate,Dark chocolates,India,45.18,34.55,,70.0,https://world.openfoodfacts.org/product/8902433005688/galaxy-fusions-dark-chocolate
IN_7622202292927,7622202292927,Cadbury Dairy Milk,Silk Hearts And Roses Tiny Treats,Chocolates,India,37.55,23.64,,70.0,https://world.openfoodfacts.org/product/7622202292927/silk-hearts-and-roses-tiny-treats-cadbury-dairy-milk
IN_7622202294426,7622202294426,Generic,Temptations rum & raisins,Chocolate bar with dried fruits,India,56.57,25.45,100.0,69.23,https://world.openfoodfacts.org/product/7622202294426/temptations-rum-raisins
IN_8906020491342,8906020491342,Lal sweets,Mysore pak,Chocolates,India,41.36,29.09,,70.0,https://world.openfoodfacts.org/product/8906020491342/mysore-pak-lal-sweets
IN_7622202290756,7622202290756,Cadbury Dairy Milk,Silk Ganache,Milk chocolates,India,36.27,21.82,,70.0,https://world.openfoodfacts.org/product/7622202290756/silk-ganache-cadbury-dairy-milk
IN_7622202320330,7622202320330,Cadbury,Cadbury 5 Star Oreo,"Confectioneries, Chocolates, Cocoa powders",India,54.23,21.82,100.0,66.61,https://world.openfoodfacts.org/product/7622202320330/cadbury-5-star-oreo
IN_7622202818301,7622202818301,Cadbury is sold by Modelez,Dairy Milk,"Confectioneries, Milk chocolates",India,80.34,72.73,100.0,69.88,https://world.openfoodfacts.org/product/7622202818301/dairy-milk-cadbury-is-sold-by-modelez
